"id";"region_id";"region_title";"region_city";"all_region";"start";"end";"clean_end";"intersection_alarm_id"
"6088";"17";"Сумщина";"Сумська обл.";"1";"2022-04-20 20:18:43";"2022-04-20 20:47:21";"2022-04-20 20:47:21";NULL
"6120";"19";"Харківщина";"Харківська обл.";"1";"2022-04-20 21:13:17";"2022-04-20 21:33:14";"2022-04-20 21:33:14";NULL
"6050";"13";"Миколаївщина";"Миколаїв";"0";"2022-04-20 21:15:07";"2022-04-20 21:59:57";"2022-04-20 21:59:57";NULL
"6051";"13";"Миколаївщина";"Миколаїв";"0";"2022-04-20 22:13:57";"2022-04-20 23:14:57";"2022-04-20 23:14:57";"6053"
"6148";"23";"Чернігівщина";"Чернігівська обл.";"1";"2022-04-20 22:28:48";"2022-04-20 23:11:09";"2022-04-20 23:11:09";NULL
"5967";"6";"Житомирщина";"Житомирська обл.";"1";"2022-04-20 22:28:55";"2022-04-20 23:10:57";"2022-04-20 23:10:57";NULL
"6003";"9";"Київщина";"Київська обл.";"1";"2022-04-20 22:31:29";"2022-04-20 23:11:39";"2022-04-20 23:11:39";NULL
"6004";"9";"Київщина";"Київ";"0";"2022-04-20 22:35:18";"2022-04-20 23:10:49";"2022-04-20 23:10:49";NULL
"6019";"10";"Кіровоградщина";"Кіровоградська обл.";"1";"2022-04-20 22:36:19";"2022-04-20 23:11:34";"2022-04-20 23:11:34";NULL
"6141";"22";"Черкащина";"Черкаська обл.";"1";"2022-04-20 22:36:35";"2022-04-20 23:11:29";"2022-04-20 23:11:29";NULL
"6089";"17";"Сумщина";"Сумська обл.";"1";"2022-04-20 22:41:03";"2022-04-20 23:13:09";"2022-04-20 23:13:09";NULL
"6075";"15";"Полтавщина";"Полтавська обл.";"1";"2022-04-20 22:41:21";"2022-04-20 23:11:02";"2022-04-20 23:11:02";NULL
"5959";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-20 22:42:58";"2022-04-20 23:47:33";"2022-04-20 23:47:33";NULL
"5834";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-04-20 22:48:46";"2022-04-20 23:11:20";"2022-04-20 23:11:20";NULL
"6052";"13";"Миколаївщина";"Вознесенськ";"0";"2022-04-20 22:48:51";"2022-04-20 23:14:05";"2022-04-20 22:52:12";"6053"
"6062";"14";"Одещина";"Одеська обл.";"1";"2022-04-20 22:49:37";"2022-04-20 23:09:41";"2022-04-20 23:09:41";NULL
"5987";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-04-20 22:50:50";"2022-04-20 23:12:42";"2022-04-20 23:12:42";NULL
"6053";"13";"Миколаївщина";"Миколаївська обл.";"1";"2022-04-20 22:52:12";"2022-04-20 23:14:32";"2022-04-20 23:14:32";NULL
"6121";"19";"Харківщина";"Харківська обл.";"1";"2022-04-20 22:54:46";"2022-04-20 23:09:35";"2022-04-20 23:09:35";NULL
"5815";"3";"Вінниччина";"Вінницька обл.";"1";"2022-04-20 22:55:41";"2022-04-20 23:07:04";"2022-04-20 23:07:04";NULL
"6467";"9";"Київщина";"Біла Церква";"0";"2022-04-21 00:36:44";"2022-04-21 00:46:41";"2022-04-21 00:46:41";NULL
"6236";"5";"️Донеччина";"Костянтинівка";"0";"2022-04-21 01:11:51";"2022-04-21 01:40:44";"2022-04-21 01:40:44";NULL
"6237";"5";"️Донеччина";"Дружківка";"0";"2022-04-21 01:11:56";"2022-04-21 01:41:00";"2022-04-21 01:41:00";NULL
"6238";"5";"️Донеччина";"Краматорськ";"0";"2022-04-21 01:12:07";"2022-04-21 01:40:33";"2022-04-21 01:40:33";NULL
"6239";"5";"️Донеччина";"Слов'янськ";"0";"2022-04-21 01:12:07";"2022-04-21 01:40:55";"2022-04-21 01:40:55";NULL
"6240";"5";"️Донеччина";"Лиман";"0";"2022-04-21 01:12:12";"2022-04-21 01:40:55";"2022-04-21 01:40:55";NULL
"6241";"5";"️Донеччина";"Святогірськ";"0";"2022-04-21 01:12:17";"2022-04-21 01:40:50";"2022-04-21 01:40:50";NULL
"6242";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-21 02:06:08";"2022-04-21 02:48:23";"2022-04-21 02:48:23";NULL
"6243";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-21 03:27:34";"2022-04-21 03:59:22";"2022-04-21 03:59:22";NULL
"6431";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-04-21 03:27:39";"2022-04-21 03:59:27";"2022-04-21 03:59:27";NULL
"6188";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-04-21 03:27:46";"2022-04-21 03:59:13";"2022-04-21 03:59:13";NULL
"6244";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-21 04:19:04";"2022-04-21 04:34:58";"2022-04-21 04:34:58";NULL
"6245";"5";"️Донеччина";"Краматорськ";"0";"2022-04-21 05:10:51";"2022-04-21 05:43:51";"2022-04-21 05:43:51";"6251"
"6246";"5";"️Донеччина";"Лиман";"0";"2022-04-21 05:10:56";"2022-04-21 05:43:17";"2022-04-21 05:43:17";"6251"
"6247";"5";"️Донеччина";"Костянтинівка";"0";"2022-04-21 05:11:01";"2022-04-21 05:43:17";"2022-04-21 05:43:17";"6251"
"6248";"5";"️Донеччина";"Святогірськ";"0";"2022-04-21 05:11:06";"2022-04-21 05:43:17";"2022-04-21 05:43:17";"6251"
"6249";"5";"️Донеччина";"Слов'янськ";"0";"2022-04-21 05:11:12";"2022-04-21 05:43:17";"2022-04-21 05:43:17";"6251"
"6250";"5";"️Донеччина";"Дружківка";"0";"2022-04-21 05:11:17";"2022-04-21 05:43:17";"2022-04-21 05:43:17";"6251"
"6251";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-21 05:13:27";"2022-04-21 05:43:05";"2022-04-21 05:43:05";NULL
"6189";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-04-21 05:25:08";"2022-04-21 05:46:24";"2022-04-21 05:46:24";NULL
"6432";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-04-21 05:25:52";"2022-04-21 05:50:19";"2022-04-21 05:50:19";NULL
"6252";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-21 07:37:34";"2022-04-21 09:22:40";"2022-04-21 09:22:40";NULL
"6651";"19";"Харківщина";"Харківська обл.";"1";"2022-04-21 07:37:47";"2022-04-21 08:18:22";"2022-04-21 08:18:22";NULL
"6652";"19";"Харківщина";"Харківська обл.";"1";"2022-04-21 08:47:54";"2022-04-21 09:22:30";"2022-04-21 09:22:30";NULL
"6653";"19";"Харківщина";"Харківська обл.";"1";"2022-04-21 09:49:39";"2022-04-21 10:38:22";"2022-04-21 10:38:22";NULL
"6253";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-21 09:53:47";"2022-04-21 10:39:44";"2022-04-21 10:39:44";NULL
"6654";"19";"Харківщина";"Харківська обл.";"1";"2022-04-21 10:56:04";"2022-04-21 11:40:19";"2022-04-21 11:40:19";NULL
"6254";"5";"️Донеччина";"Краматорськ";"0";"2022-04-21 10:57:20";"2022-04-21 11:25:10";"2022-04-21 11:25:10";NULL
"6255";"5";"️Донеччина";"Лиман";"0";"2022-04-21 10:57:30";"2022-04-21 11:25:25";"2022-04-21 11:25:25";NULL
"6256";"5";"️Донеччина";"Костянтинівка";"0";"2022-04-21 10:57:35";"2022-04-21 11:25:20";"2022-04-21 11:25:20";NULL
"6257";"5";"️Донеччина";"Святогірськ";"0";"2022-04-21 10:57:40";"2022-04-21 11:25:30";"2022-04-21 11:25:30";NULL
"6258";"5";"️Донеччина";"Слов'янськ";"0";"2022-04-21 10:57:40";"2022-04-21 11:25:30";"2022-04-21 11:25:30";NULL
"6259";"5";"️Донеччина";"Добропілля";"0";"2022-04-21 11:01:23";"2022-04-21 11:31:48";"2022-04-21 11:31:48";NULL
"6260";"5";"️Донеччина";"Покровськ";"0";"2022-04-21 11:02:19";"2022-04-21 11:31:22";"2022-04-21 11:31:22";NULL
"6261";"5";"️Донеччина";"Курахове";"0";"2022-04-21 11:02:24";"2022-04-21 11:31:37";"2022-04-21 11:31:37";NULL
"6262";"5";"️Донеччина";"Авдіївка";"0";"2022-04-21 11:02:35";"2022-04-21 11:31:37";"2022-04-21 11:31:37";NULL
"6263";"5";"️Донеччина";"Мар'їнка";"0";"2022-04-21 11:02:35";"2022-04-21 11:31:37";"2022-04-21 11:31:37";NULL
"6264";"5";"️Донеччина";"Мирноград";"0";"2022-04-21 11:02:40";"2022-04-21 11:31:43";"2022-04-21 11:31:43";NULL
"6265";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-21 12:55:28";"2022-04-21 13:18:15";"2022-04-21 13:18:15";NULL
"6190";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-04-21 12:56:54";"2022-04-21 13:17:27";"2022-04-21 13:17:27";NULL
"6433";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-04-21 12:58:27";"2022-04-21 13:40:01";"2022-04-21 13:40:01";NULL
"6191";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-04-21 14:28:50";"2022-04-21 14:59:11";"2022-04-21 14:59:11";NULL
"6655";"19";"Харківщина";"Харківська обл.";"1";"2022-04-21 14:30:53";"2022-04-21 15:32:05";"2022-04-21 15:32:05";NULL
"6435";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-04-21 14:34:59";"2022-04-21 16:04:24";"2022-04-21 16:04:24";NULL
"6266";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-21 14:42:26";"2022-04-21 15:30:07";"2022-04-21 15:30:07";NULL
"6570";"14";"Одещина";"Одеська обл.";"1";"2022-04-21 16:48:23";"2022-04-21 18:00:59";"2022-04-21 18:00:59";NULL
"6532";"13";"Миколаївщина";"Миколаїв";"0";"2022-04-21 16:48:36";"2022-04-21 17:54:38";"2022-04-21 17:11:12";"6534"
"6533";"13";"Миколаївщина";"Вознесенськ";"0";"2022-04-21 16:51:38";"2022-04-21 17:54:38";"2022-04-21 17:11:12";"6534"
"6177";"3";"Вінниччина";"Вінницька обл.";"1";"2022-04-21 17:09:15";"2022-04-21 17:58:27";"2022-04-21 17:58:27";NULL
"6586";"15";"Полтавщина";"Полтавська обл.";"1";"2022-04-21 17:09:49";"2022-04-21 17:53:31";"2022-04-21 17:53:31";NULL
"6411";"6";"Житомирщина";"Житомирська обл.";"1";"2022-04-21 17:09:54";"2022-04-21 17:53:54";"2022-04-21 17:53:54";NULL
"6166";"2";"Волинь";"Волинська обл.";"1";"2022-04-21 17:09:59";"2022-04-21 17:53:59";"2022-04-21 17:53:59";NULL
"6192";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-04-21 17:10:20";"2022-04-21 17:50:52";"2022-04-21 17:50:52";NULL
"6714";"22";"Черкащина";"Черкаська обл.";"1";"2022-04-21 17:10:25";"2022-04-21 17:53:52";"2022-04-21 17:53:52";NULL
"6656";"19";"Харківщина";"Харківська обл.";"1";"2022-04-21 17:10:36";"2022-04-21 17:50:46";"2022-04-21 17:50:46";NULL
"6701";"21";"Хмельниччина";"Хмельницька обл.";"1";"2022-04-21 17:10:42";"2022-04-21 17:53:42";"2022-04-21 17:53:42";NULL
"6468";"9";"Київщина";"Київ";"0";"2022-04-21 17:10:48";"2022-04-21 17:53:09";"2022-04-21 17:13:49";"6469"
"6436";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-04-21 17:10:59";"2022-04-21 17:54:12";"2022-04-21 17:54:12";NULL
"6498";"10";"Кіровоградщина";"Кіровоградська обл.";"1";"2022-04-21 17:11:06";"2022-04-21 17:54:06";"2022-04-21 17:54:06";NULL
"6534";"13";"Миколаївщина";"Миколаївська обл.";"1";"2022-04-21 17:11:12";"2022-04-21 17:54:57";"2022-04-21 17:54:57";NULL
"6422";"7";"Закарпаття";"Закарпатська обл.";"1";"2022-04-21 17:11:17";"2022-04-21 17:58:38";"2022-04-21 17:58:38";NULL
"6522";"12";"Львівщина";"Львівська обл.";"1";"2022-04-21 17:11:28";"2022-04-21 17:54:25";"2022-04-21 17:54:25";NULL
"6748";"24";"Івано-Франківщина";"Івано-Франківська обл.";"1";"2022-04-21 17:11:33";"2022-04-21 17:54:36";"2022-04-21 17:54:36";NULL
"6735";"23";"Чернігівщина";"Чернігівська обл.";"1";"2022-04-21 17:11:39";"2022-04-21 17:59:07";"2022-04-21 17:59:07";NULL
"6156";"1";"Буковина";"Чернівецька обл.";"1";"2022-04-21 17:11:50";"2022-04-21 17:58:19";"2022-04-21 17:58:19";NULL
"6267";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-21 17:12:16";"2022-04-21 17:53:21";"2022-04-21 17:53:21";NULL
"6640";"18";"Тернопільщина";"Тернопільська обл.";"1";"2022-04-21 17:12:21";"2022-04-21 17:58:51";"2022-04-21 17:58:51";NULL
"6618";"16";"Рівненщина";"Рівненська обл.";"1";"2022-04-21 17:12:37";"2022-04-21 17:59:14";"2022-04-21 17:59:14";NULL
"6628";"17";"Сумщина";"Сумська обл.";"1";"2022-04-21 17:12:44";"2022-04-21 18:00:00";"2022-04-21 18:00:00";NULL
"6469";"9";"Київщина";"Київська обл.";"1";"2022-04-21 17:13:49";"2022-04-21 17:58:46";"2022-04-21 17:58:46";NULL
"6193";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-04-21 18:30:11";"2022-04-21 18:50:10";"2022-04-21 18:50:10";NULL
"6587";"15";"Полтавщина";"Полтавська обл.";"1";"2022-04-21 18:35:18";"2022-04-21 18:51:03";"2022-04-21 18:51:03";NULL
"6715";"22";"Черкащина";"Черкаська обл.";"1";"2022-04-21 18:35:28";"2022-04-21 18:50:55";"2022-04-21 18:50:55";NULL
"6499";"10";"Кіровоградщина";"Кіровоградська обл.";"1";"2022-04-21 18:35:40";"2022-04-21 18:51:20";"2022-04-21 18:51:20";NULL
"6535";"13";"Миколаївщина";"Вознесенськ";"0";"2022-04-21 19:45:35";"2022-04-21 20:14:05";"2022-04-21 19:48:41";"6538"
"6536";"13";"Миколаївщина";"Миколаїв";"0";"2022-04-21 19:46:12";"2022-04-21 20:21:12";"2022-04-21 20:21:12";"6538"
"6537";"13";"Миколаївщина";"Первомайськ";"0";"2022-04-21 19:46:18";"2022-04-21 20:20:45";"2022-04-21 19:48:41";"6538"
"6571";"14";"Одещина";"Одеса";"0";"2022-04-21 19:47:28";"2022-04-21 20:09:28";"2022-04-21 19:48:51";"6572"
"6538";"13";"Миколаївщина";"Миколаївська обл.";"1";"2022-04-21 19:48:41";"2022-04-21 20:21:08";"2022-04-21 20:21:08";NULL
"6572";"14";"Одещина";"Одеська обл.";"1";"2022-04-21 19:48:51";"2022-04-21 20:09:31";"2022-04-21 20:09:31";NULL
"6437";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-04-21 19:49:59";"2022-04-21 20:53:31";"2022-04-21 20:53:31";NULL
"6268";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-21 19:53:17";"2022-04-21 20:04:14";"2022-04-21 20:04:14";NULL
"6470";"9";"Київщина";"Київ";"0";"2022-04-21 19:58:02";"2022-04-21 21:02:29";"2022-04-21 20:00:44";"6471"
"6657";"19";"Харківщина";"Харківська обл.";"1";"2022-04-21 19:58:53";"2022-04-21 20:55:11";"2022-04-21 20:55:11";NULL
"6412";"6";"Житомирщина";"Житомирська обл.";"1";"2022-04-21 19:58:59";"2022-04-21 21:03:31";"2022-04-21 21:03:31";NULL
"6500";"10";"Кіровоградщина";"Кіровоградська обл.";"1";"2022-04-21 19:59:12";"2022-04-21 21:02:54";"2022-04-21 21:02:54";NULL
"6716";"22";"Черкащина";"Черкаська обл.";"1";"2022-04-21 19:59:19";"2022-04-21 21:03:58";"2022-04-21 21:03:58";NULL
"6736";"23";"Чернігівщина";"Чернігівська обл.";"1";"2022-04-21 20:00:22";"2022-04-21 21:04:04";"2022-04-21 21:04:04";NULL
"6471";"9";"Київщина";"Київська обл.";"1";"2022-04-21 20:00:44";"2022-04-21 21:04:37";"2022-04-21 21:04:37";NULL
"6167";"2";"Волинь";"Волинська обл.";"1";"2022-04-21 20:07:31";"2022-04-21 21:08:31";"2022-04-21 21:08:31";NULL
"6523";"12";"Львівщина";"Львівська обл.";"1";"2022-04-21 20:07:38";"2022-04-21 21:07:28";"2022-04-21 21:07:28";NULL
"6749";"24";"Івано-Франківщина";"Івано-Франківська обл.";"1";"2022-04-21 20:08:39";"2022-04-21 21:07:47";"2022-04-21 21:07:47";NULL
"6619";"16";"Рівненщина";"Рівненська обл.";"1";"2022-04-21 20:08:47";"2022-04-21 21:07:58";"2022-04-21 21:07:58";NULL
"6178";"3";"Вінниччина";"Вінницька обл.";"1";"2022-04-21 20:09:07";"2022-04-21 20:52:53";"2022-04-21 20:52:53";NULL
"6702";"21";"Хмельниччина";"Хмельницька обл.";"1";"2022-04-21 20:09:23";"2022-04-21 21:11:57";"2022-04-21 21:11:57";NULL
"6641";"18";"Тернопільщина";"Тернопільська обл.";"1";"2022-04-21 20:10:34";"2022-04-21 20:56:15";"2022-04-21 20:56:15";NULL
"6194";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-04-21 20:14:15";"2022-04-21 20:53:07";"2022-04-21 20:53:07";NULL
"6588";"15";"Полтавщина";"Полтавська обл.";"1";"2022-04-21 20:19:05";"2022-04-21 20:54:56";"2022-04-21 20:54:56";NULL
"6157";"1";"Буковина";"Чернівецька обл.";"1";"2022-04-21 20:20:00";"2022-04-21 21:15:09";"2022-04-21 21:15:09";NULL
"6423";"7";"Закарпаття";"Закарпатська обл.";"1";"2022-04-21 20:20:06";"2022-04-21 21:13:31";"2022-04-21 21:13:31";NULL
"6269";"5";"️Донеччина";"Слов'янськ";"0";"2022-04-21 20:21:52";"2022-04-21 20:52:52";"2022-04-21 20:52:52";NULL
"6629";"17";"Сумщина";"Сумська обл.";"1";"2022-04-21 20:22:29";"2022-04-21 20:57:00";"2022-04-21 20:57:00";NULL
"6642";"18";"Тернопільщина";"Тернопільська обл.";"1";"2022-04-21 21:01:55";"2022-04-21 21:13:44";"2022-04-21 21:13:44";NULL
"6658";"19";"Харківщина";"Харківська обл.";"1";"2022-04-21 22:09:24";"2022-04-21 22:35:47";"2022-04-21 22:35:47";NULL
"6270";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-21 22:09:31";"2022-04-21 22:35:55";"2022-04-21 22:35:55";NULL
"6271";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-22 01:05:36";"2022-04-22 01:36:48";"2022-04-22 01:36:48";NULL
"6272";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-22 01:57:28";"2022-04-22 02:40:46";"2022-04-22 02:40:46";NULL
"6273";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-22 05:12:23";"2022-04-22 05:45:37";"2022-04-22 05:45:37";NULL
"6659";"19";"Харківщина";"Харківська обл.";"1";"2022-04-22 05:17:01";"2022-04-22 05:44:07";"2022-04-22 05:44:07";NULL
"6195";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-04-22 05:20:30";"2022-04-22 05:41:32";"2022-04-22 05:41:32";NULL
"6589";"15";"Полтавщина";"Полтавська обл.";"1";"2022-04-22 05:20:45";"2022-04-22 05:42:57";"2022-04-22 05:42:57";NULL
"6438";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-04-22 05:20:52";"2022-04-22 05:47:58";"2022-04-22 05:47:58";NULL
"6660";"19";"Харківщина";"Харківська обл.";"1";"2022-04-22 06:38:10";"2022-04-22 06:58:21";"2022-04-22 06:58:21";NULL
"6274";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-22 08:04:56";"2022-04-22 08:13:28";"2022-04-22 08:13:28";NULL
"6275";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-22 10:53:14";"2022-04-22 12:08:02";"2022-04-22 12:08:02";NULL
"6196";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-04-22 10:53:19";"2022-04-22 11:54:37";"2022-04-22 11:54:37";NULL
"6439";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-04-22 10:53:24";"2022-04-22 11:57:53";"2022-04-22 11:57:53";NULL
"6590";"15";"Полтавщина";"Полтавська обл.";"1";"2022-04-22 10:54:22";"2022-04-22 11:55:56";"2022-04-22 11:55:56";NULL
"6750";"24";"Івано-Франківщина";"Івано-Франківська обл.";"1";"2022-04-22 11:12:37";"2022-04-22 11:26:40";"2022-04-22 11:26:40";NULL
"6276";"5";"️Донеччина";"Слов'янськ";"0";"2022-04-22 11:23:47";"2022-04-22 12:05:23";"2022-04-22 12:05:23";NULL
"6661";"19";"Харківщина";"Харківська обл.";"1";"2022-04-22 12:40:30";"2022-04-22 13:00:44";"2022-04-22 13:00:44";NULL
"6277";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-22 12:41:56";"2022-04-22 13:00:31";"2022-04-22 13:00:31";NULL
"6197";"4";"Дніпропетровщина";"Синельниково";"0";"2022-04-22 12:42:18";"2022-04-22 13:01:55";"2022-04-22 13:01:55";NULL
"6198";"4";"Дніпропетровщина";"Першотравенськ";"0";"2022-04-22 12:52:43";"2022-04-22 13:02:55";"2022-04-22 13:02:55";NULL
"6472";"9";"Київщина";"Київ";"0";"2022-04-22 13:01:19";"2022-04-22 13:32:09";"2022-04-22 13:02:44";"6473"
"6717";"22";"Черкащина";"Черкаська обл.";"1";"2022-04-22 13:02:25";"2022-04-22 13:32:35";"2022-04-22 13:32:35";NULL
"6473";"9";"Київщина";"Київська обл.";"1";"2022-04-22 13:02:44";"2022-04-22 13:33:41";"2022-04-22 13:33:41";NULL
"6703";"21";"Хмельниччина";"Старокостянтинів";"0";"2022-04-22 13:34:11";"2022-04-22 13:49:56";"2022-04-22 13:49:56";NULL
"6704";"21";"Хмельниччина";"Шепетівка";"0";"2022-04-22 13:45:04";"2022-04-22 14:50:52";"2022-04-22 14:50:52";NULL
"6705";"21";"Хмельниччина";"Славута";"0";"2022-04-22 13:55:41";"2022-04-22 15:03:52";"2022-04-22 15:03:52";NULL
"6278";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-22 16:23:10";"2022-04-22 17:26:07";"2022-04-22 17:26:07";NULL
"6662";"19";"Харківщина";"Харківська обл.";"1";"2022-04-22 16:23:16";"2022-04-22 16:59:47";"2022-04-22 16:59:47";NULL
"6663";"19";"Харківщина";"Харківська обл.";"1";"2022-04-22 19:21:02";"2022-04-22 20:06:34";"2022-04-22 20:06:34";NULL
"6591";"15";"Полтавщина";"Полтавська обл.";"1";"2022-04-22 21:54:43";"2022-04-22 22:35:36";"2022-04-22 22:35:36";NULL
"6664";"19";"Харківщина";"Харківська обл.";"1";"2022-04-22 21:54:49";"2022-04-22 22:35:43";"2022-04-22 22:35:43";NULL
"6501";"10";"Кіровоградщина";"Світловодськ";"0";"2022-04-22 21:55:55";"2022-04-22 22:36:36";"2022-04-22 22:36:36";NULL
"6630";"17";"Сумщина";"Сумська обл.";"1";"2022-04-22 21:58:00";"2022-04-22 22:40:12";"2022-04-22 22:40:12";NULL
"6474";"9";"Київщина";"Київ";"0";"2022-04-22 22:04:09";"2022-04-22 23:08:26";"2022-04-22 22:06:14";"6475"
"6539";"13";"Миколаївщина";"Вознесенськ";"0";"2022-04-22 22:04:16";"2022-04-22 23:31:56";"2022-04-22 22:04:55";"6540"
"6540";"13";"Миколаївщина";"Миколаївська обл.";"1";"2022-04-22 22:04:55";"2022-04-22 23:38:48";"2022-04-22 23:38:48";NULL
"6413";"6";"Житомирщина";"Житомирська обл.";"1";"2022-04-22 22:05:35";"2022-04-22 23:09:44";"2022-04-22 23:09:44";NULL
"6718";"22";"Черкащина";"Черкаська обл.";"1";"2022-04-22 22:05:59";"2022-04-22 23:09:00";"2022-04-22 23:09:00";NULL
"6475";"9";"Київщина";"Київська обл.";"1";"2022-04-22 22:06:14";"2022-04-22 23:10:05";"2022-04-22 23:10:05";NULL
"6737";"23";"Чернігівщина";"Чернігівська обл.";"1";"2022-04-22 22:11:48";"2022-04-23 00:01:41";"2022-04-23 00:01:41";NULL
"6179";"3";"Вінниччина";"Вінницька обл.";"1";"2022-04-22 22:38:33";"2022-04-22 23:08:31";"2022-04-22 23:08:31";NULL
"6573";"14";"Одещина";"Одеська обл.";"1";"2022-04-22 23:01:06";"2022-04-22 23:19:31";"2022-04-22 23:19:31";NULL
"6279";"5";"️Донеччина";"Донецька обл.";"1";"2022-04-22 23:56:53";"2022-04-23 00:24:32";"2022-04-23 00:24:32";NULL
"6541";"13";"Миколаївщина";"Первомайськ";"0";"2022-04-23 01:24:02";"2022-04-23 01:44:31";"2022-04-23 01:44:31";NULL
"6440";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-04-23 05:17:44";"2022-04-23 06:09:13";"2022-04-23 06:09:13";NULL
"6280";"5";"️Донеччина";"Бахмут";"0";"2022-04-23 05:24:23";"2022-04-23 06:07:25";"2022-04-23 06:07:25";NULL
"6281";"5";"️Донеччина";"Краматорськ";"0";"2022-04-23 05:24:28";"2022-04-23 06:07:15";"2022-04-23 06:07:15";NULL
"6199";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-04-23 05:32:37";"2022-04-23 06:02:54";"2022-04-23 06:02:54";NULL
"6665";"19";"Харківщина";"Харківська обл.";"1";"2022-04-23 05:33:43";"2022-04-23 06:04:57";"2022-04-23 06:04:57";NULL
"6282";"5";"️Донеччина";"Торецьк";"0";"2022-04-23 05:53:37";"2022-04-23 06:07:46";"2022-04-23 06:07:46";NULL
"6283";"5";"️Донеччина";"Святогірськ";"0";"2022-04-23 05:53:47";"2022-04-23 06:07:25";"2022-04-23 06:07:25";NULL
"6284";"5";"️Донеччина";"Костянтинівка";"0";"2022-04-23 05:53:47";"2022-04-23 06:07:46";"2022-04-23 06:07:46";NULL
"6285";"5";"️Донеччина";"Слов'янськ";"0";"2022-04-23 05:53:58";"2022-04-23 06:07:46";"2022-04-23 06:07:46";NULL
"6286";"5";"️Донеччина";"Дружківка";"0";"2022-04-23 05:54:03";"2022-04-23 06:07:51";"2022-04-23 06:07:51";NULL
"6287";"5";"️Донеччина";"Лиман";"0";"2022-04-23 05:54:03";"2022-04-23 06:07:35";"2022-04-23 06:07:35";NULL
"6288";"5";"️Донеччина";"Костянтинівка";"0";"2022-04-23 06:21:56";"2022-04-23 06:55:30";"2022-04-23 06:55:30";NULL
"6289";"5";"️Донеччина";"Краматорськ";"0";"2022-04-23 06:22:06";"2022-04-23 06:55:19";"2022-04-23 06:55:19";NULL
"6290";"5";"️Донеччина";"Дружківка";"0";"2022-04-23 06:22:11";"2022-04-23 06:55:45";"2022-04-23 06:55:45";NULL
"6291";"5";"️Донеччина";"Святогірськ";"0";"2022-04-23 06:22:11";"2022-04-23 06:55:40";"2022-04-23 06:55:40";NULL
"6292";"5";"️Донеччина";"Лиман";"0";"2022-04-23 06:22:17";"2022-04-23 06:55:40";"2022-04-23 06:55:40";NULL
"6293";"5";"️Донеччина";"Слов'янськ";"0";"2022-04-23 06:22:22";"2022-04-23 06:55:30";"2022-04-23 06:55:30";NULL
"6666";"19";"Харківщина";"Харківська обл.";"1";"2022-04-23 07:55:44";"2022-04-23 09:32:43";"2022-04-23 09:32:43";NULL
"6294";"5";"️Донеччина";"Лиман";"0";"2022-04-23 07:56:34";"2022-04-23 09:23:36";"2022-04-23 09:23:36";NULL
"6295";"5";"️Донеччина";"Дружківка";"0";"2022-04-23 07:56:39";"2022-04-23 09:23:25";"2022-04-23 09:23:25";NULL
"6296";"5";"️Донеччина";"Костянтинівка";"0";"2022-04-23 07:56:55";"2022-04-23 09:23:05";"2022-04-23 09:23:05";NULL
"6297";"5";"️Донеччина";"Святогірськ";"0";"2022-04-23 07:56:55";"2022-04-23 09:23:10";"2022-04-23 09:23:10";NULL
